,Unnamed: 0,index,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,steam_id,enemy_team,ally_team
970,970,970,644790909,3,1,3037,4,0,Slark,2014-05-05,,7,9,17,,0,,1,490408,0.0,0.0
971,971,971,643138251,130,0,2156,3,0,Centaur Warrunner,2014-05-04,,9,6,16,,0,,1,490408,0.0,0.0
972,972,972,642930252,131,0,3973,5,0,Crystal Maiden,2014-05-04,,5,15,38,,0,,1,490408,0.0,0.0
973,973,973,641717766,0,1,2503,1,0,Centaur Warrunner,2014-05-03,,10,3,23,,0,,1,490408,0.0,0.0
974,974,974,641690224,128,0,1846,1,0,Shadow Shaman,2014-05-03,,1,7,14,,0,,1,490408,0.0,0.0
975,975,975,641666592,128,0,1511,1,0,Crystal Maiden,2014-05-03,,2,2,8,,0,,1,490408,0.0,0.0
976,976,976,641634147,128,0,1786,1,0,Centaur Warrunner,2014-05-03,,6,1,8,,0,,1,490408,0.0,0.0
977,977,977,641533095,128,0,2523,4,0,Luna,2014-05-03,,12,8,11,,0,,1,490408,0.0,0.0
978,978,978,641090762,0,1,2581,4,0,Broodmother,2014-05-03,,2,7,8,,0,,1,490408,0.0,0.0
979,979,979,639935486,128,0,3949,1,0,Centaur Warrunner,2014-05-03,,7,8,26,,0,,1,490408,0.0,0.0
980,980,980,639875872,1,1,3208,1,0,Crystal Maiden,2014-05-02,,4,10,39,,0,,1,490408,0.0,0.0
981,981,981,639847134,1,1,1971,1,0,Doom,2014-05-02,,9,2,14,,0,,1,490408,0.0,0.0
982,982,982,639656209,2,1,3310,12,0,Skywrath Mage,2014-05-02,,7,4,11,,0,,1,490408,0.0,0.0
983,983,983,637906107,2,1,1807,5,0,Ursa,2014-05-01,,6,1,4,,0,,1,490408,0.0,0.0
984,984,984,637524681,130,0,2491,4,0,Vengeful Spirit,2014-05-01,,6,4,15,,0,,1,490408,0.0,0.0
985,985,985,637481674,128,0,1247,1,0,Kunkka,2014-05-01,,2,3,7,,0,,1,490408,0.0,0.0
986,986,986,636844382,128,0,1810,1,0,Crystal Maiden,2014-05-01,,3,5,13,,0,,1,490408,0.0,0.0
987,987,987,636746578,0,1,3070,1,0,Crystal Maiden,2014-05-01,,4,9,41,,0,,1,490408,0.0,0.0
988,988,988,634326574,128,0,3028,5,0,Centaur Warrunner,2014-04-29,,14,4,16,,0,,1,490408,0.0,0.0
989,989,989,634186379,128,0,1168,4,0,Drow Ranger,2014-04-29,,2,4,3,,0,,1,490408,0.0,0.0
990,990,990,634140570,0,1,1596,5,0,Drow Ranger,2014-04-29,,6,4,5,,0,,1,490408,0.0,0.0
991,991,991,632685009,1,1,1848,5,0,Lina,2014-04-28,,5,5,17,,0,,1,490408,0.0,0.0
992,992,992,632603864,129,0,3572,3,0,Riki,2014-04-28,,19,9,15,,0,,1,490408,0.0,0.0
993,993,993,632511323,0,1,3178,3,0,Kunkka,2014-04-28,,9,3,27,,0,,1,490408,0.0,0.0
994,994,994,627160531,2,1,1919,4,0,Omniknight,2014-04-25,,3,0,7,,0,,1,490408,0.0,0.0
995,995,995,627100320,1,1,1799,3,0,Vengeful Spirit,2014-04-25,,10,2,14,,0,,1,490408,0.0,0.0
996,996,996,625632126,2,1,2008,1,7,Kunkka,2014-04-24,,7,4,11,,0,,1,490408,0.0,0.0
997,997,997,621099841,128,0,2698,4,0,Luna,2014-04-21,,9,6,23,,0,,1,490408,0.0,0.0
998,998,998,621005550,128,0,2789,4,0,Dazzle,2014-04-21,,5,8,17,,0,,1,490408,0.0,0.0
999,999,999,618105751,130,0,3590,12,0,Magnus,2014-04-19,,9,9,13,,0,,1,490408,0.0,0.0
0,1000,1000,618026720,3,1,2547,1,0,Jakiro,2014-04-19,,1,3,13,,0,,1,490408,"[9, 99, 63, 64, 102]","[28, 35, 54, 86, 96]"
1,1001,1001,617939594,4,1,2916,1,0,Venomancer,2014-04-19,,5,7,21,,0,,1,490408,"[54, 2, 104, 7, 40]","[23, 72, 20, 93, 74]"
2,1002,1002,617836422,3,1,3001,3,0,Lion,2014-04-19,,13,6,18,,0,,1,490408,"[19, 48, 57, 26, 98]","[109, 31, 82, 18, 25]"
3,1003,1003,614942341,2,1,3012,1,0,Magnus,2014-04-17,,17,7,16,,0,,1,490408,"[87, 71, 97, 5, 35]","[19, 60, 63, 41, 14]"
4,1004,1004,614908540,2,1,2345,1,0,Dragon Knight,2014-04-17,,6,2,9,,0,,1,490408,"[31, 109, 49, 29, 81]","[5, 89, 61, 76, 20]"
5,1005,1005,614875700,130,0,1934,5,0,Dragon Knight,2014-04-17,,5,2,5,,0,,1,490408,"[93, 35, 76, 80, 67]","[47, 89, 49, 83, 13]"
6,1006,1006,614835867,2,1,2000,1,0,Kunkka,2014-04-17,,8,6,19,,0,,1,490408,"[86, 84, 23, 58, 64]","[8, 60, 36, 83, 44]"
7,1007,1007,611827749,3,1,1983,5,0,Disruptor,2014-04-15,,5,7,19,,0,,1,490408,"[98, 80, 75, 87, 16]","[74, 43, 44, 99, 26]"
8,1008,1008,611781914,4,1,1848,1,0,Tinker,2014-04-15,,5,2,18,,0,,1,490408,"[68, 6, 55, 100, 34]","[97, 13, 102, 26, 33]"
9,1009,1009,608847604,0,1,2145,1,0,Centaur Warrunner,2014-04-13,,11,3,17,,0,,1,490408,"[96, 110, 31, 19, 2]","[40, 97, 11, 66, 6]"
10,1010,1010,608702414,128,0,2162,5,0,Dazzle,2014-04-13,,2,5,13,,0,,1,490408,"[3, 85, 106, 39, 98]","[50, 19, 21, 77, 49]"
11,1011,1011,608535545,128,0,1840,1,0,Centaur Warrunner,2014-04-13,,8,2,23,,0,,1,490408,"[54, 46, 43, 9, 35]","[96, 45, 29, 47, 100]"
12,1012,1012,602373704,128,0,2356,1,0,Keeper of the Light,2014-04-09,,0,2,16,,0,,1,490408,"[9, 44, 68, 48, 21]","[90, 54, 49, 63, 23]"
13,1013,1013,602240693,0,1,2007,3,0,Kunkka,2014-04-09,,8,3,10,,0,,1,490408,"[23, 7, 64, 12, 48]","[68, 80, 87, 59, 47]"
14,1014,1014,589126785,131,0,2769,1,0,Centaur Warrunner,2014-03-31,,7,11,22,,0,,1,490408,"[58, 50, 71, 39, 88]","[25, 31, 93, 96, 70]"
15,1015,1015,545285319,2,1,2556,4,0,Sand King,2014-03-02,,4,7,17,,0,,1,490408,"[23, 31, 16, 83, 54]","[45, 99, 33, 6, 3]"
16,1016,1016,545178452,0,1,1454,3,0,Tiny,2014-03-02,,5,4,11,,0,,1,490408,"[19, 87, 6, 33, 30]","[63, 22, 59, 43, 93]"
17,1017,1017,540037686,3,1,2059,3,0,Centaur Warrunner,2014-02-26,,9,5,14,,0,,1,490408,"[90, 19, 31, 96, 94]","[50, 93, 20, 4, 41]"
18,1018,1018,539985146,4,1,2553,5,0,Weaver,2014-02-26,,7,5,14,,0,,1,490408,"[100, 25, 20, 50, 63]","[98, 10, 22, 53, 26]"
19,1019,1019,536243778,4,1,1931,4,0,Centaur Warrunner,2014-02-23,,9,4,9,,0,,1,490408,"[19, 43, 30, 12, 96]","[61, 87, 103, 55, 15]"
20,1020,1020,536208719,132,0,1910,4,0,Treant Protector,2014-02-23,,0,3,2,,0,,1,490408,"[27, 104, 21, 80, 67]","[28, 54, 32, 20, 83]"
21,1021,1021,536172931,3,1,1664,1,0,Lina,2014-02-23,,4,5,9,,0,,1,490408,"[19, 99, 27, 25, 42]","[33, 23, 1, 5, 63]"
22,1022,1022,510308762,1,1,2745,3,0,Centaur Warrunner,2014-02-08,,9,6,15,,0,,1,490408,"[72, 96, 20, 97, 102]","[90, 62, 43, 35, 18]"
23,1023,1023,495273543,1,1,3300,3,0,Riki,2014-02-01,,13,11,18,,0,,1,490408,"[97, 32, 19, 90, 52]","[30, 104, 39, 95, 2]"
24,1024,1024,495222954,3,1,1498,5,0,Silencer,2014-02-01,,1,4,9,,0,,1,490408,"[28, 103, 30, 75, 49]","[62, 3, 47, 98, 77]"
25,1025,1025,494678373,3,1,2883,3,0,Witch Doctor,2014-02-01,,3,8,11,,0,,1,490408,"[35, 54, 69, 30, 22]","[2, 27, 19, 87, 41]"
26,1026,1026,488424032,129,0,2518,5,0,Windranger,2014-01-28,,7,5,15,,0,,1,490408,"[50, 77, 87, 7, 65]","[49, 21, 43, 47, 31]"
27,1027,1027,485740723,2,1,2176,4,0,Lina,2014-01-26,,20,3,17,,0,,1,490408,"[16, 5, 25, 33, 71]","[81, 104, 34, 23, 89]"
28,1028,1028,485142125,1,1,860,5,0,Dragon Knight,2014-01-26,,2,1,1,,0,,1,490408,"[31, 49, 17, 14, 44]","[76, 20, 60, 27, 13]"
29,1029,1029,483373081,128,0,2156,4,0,Witch Doctor,2014-01-25,,6,4,11,,0,,1,490408,"[106, 69, 39, 62, 8]","[30, 99, 103, 22, 35]"
30,1030,1030,483320645,2,1,1932,1,0,Dragon Knight,2014-01-25,,9,3,11,,0,,1,490408,"[3, 31, 49, 102, 29]","[35, 27, 14, 28, 46]"
31,1031,1031,483248983,131,0,3236,4,0,Witch Doctor,2014-01-25,,6,14,27,,0,,1,490408,"[100, 11, 4, 99, 93]","[78, 53, 51, 30, 102]"
32,1032,1032,481024205,2,1,1731,1,0,Faceless Void,2014-01-23,,7,2,17,,0,,1,490408,"[53, 9, 41, 27, 71]","[54, 6, 73, 20, 75]"
33,1033,1033,479881291,2,1,2076,1,0,Kunkka,2014-01-22,,5,7,18,,0,,1,490408,"[63, 97, 23, 26, 27]","[31, 99, 18, 107, 62]"
34,1034,1034,475751076,130,0,2057,4,0,Riki,2014-01-19,,12,5,12,,0,,1,490408,"[12, 6, 47, 29, 3]","[37, 35, 32, 25, 99]"
35,1035,1035,464402092,3,1,4152,1,0,Legion Commander,2014-01-11,,5,15,17,,0,,1,490408,"[63, 102, 11, 104, 47]","[70, 40, 5, 6, 107]"
36,1036,1036,456400372,128,0,2597,5,0,Dragon Knight,2014-01-05,,8,2,18,,0,,1,490408,"[74, 1, 37, 81, 86]","[49, 76, 75, 35, 16]"
37,1037,1037,456311147,129,0,2803,3,0,Legion Commander,2014-01-05,,8,9,20,,0,,1,490408,"[61, 88, 74, 11, 48]","[93, 104, 28, 87, 31]"
38,1038,1038,456151021,128,0,2385,5,0,Legion Commander,2014-01-05,,3,4,12,,0,,1,490408,"[37, 55, 32, 80, 78]","[104, 102, 103, 12, 11]"
39,1039,1039,455182599,129,0,2280,5,0,Mirana,2014-01-05,,9,4,20,,0,,1,490408,"[76, 83, 97, 11, 41]","[36, 9, 55, 56, 88]"
40,1040,1040,454706258,3,1,2267,4,0,Warlock,2014-01-04,,4,8,16,,0,,1,490408,"[12, 15, 100, 37, 60]","[2, 47, 23, 44, 73]"
41,1041,1041,454597333,4,1,3352,3,0,Sand King,2014-01-04,,2,14,26,,0,,1,490408,"[72, 97, 12, 22, 16]","[21, 49, 84, 35, 14]"
42,1042,1042,454351397,128,0,2561,3,0,Dazzle,2014-01-04,,4,4,9,,0,,1,490408,"[72, 78, 7, 48, 45]","[50, 51, 12, 43, 79]"
43,1043,1043,454190251,0,1,2043,3,0,Kunkka,2014-01-04,,15,3,12,,0,,1,490408,"[23, 7, 12, 94, 64]","[78, 39, 44, 97, 47]"
44,1044,1044,453552487,131,0,3053,4,0,Queen of Pain,2014-01-04,,3,8,9,,0,,1,490408,"[86, 21, 69, 53, 61]","[73, 31, 104, 39, 51]"
45,1045,1045,453398531,128,0,2439,5,0,Ursa,2014-01-03,,5,1,5,,0,,1,490408,"[2, 89, 8, 26, 107]","[70, 51, 60, 59, 48]"
46,1046,1046,453285266,0,1,2860,1,0,Sniper,2014-01-03,,8,9,20,,0,,1,490408,"[35, 97, 27, 63, 71]","[79, 21, 8, 80, 14]"
47,1047,1047,453241790,128,0,1768,3,0,Lion,2014-01-03,,4,8,17,,0,,1,490408,"[21, 62, 104, 59, 25]","[26, 97, 48, 27, 72]"
48,1048,1048,435270612,130,0,3410,3,0,Tusk,2013-12-22,,8,5,17,,0,,1,490408,"[98, 15, 53, 29, 3]","[56, 48, 100, 68, 16]"
49,1049,1049,435217531,3,1,1683,1,0,Lina,2013-12-22,,14,6,17,,0,,1,490408,"[75, 104, 5, 25, 76]","[56, 8, 70, 1, 20]"
50,1050,1050,432162312,2,1,1537,4,0,Vengeful Spirit,2013-12-20,,1,3,4,,0,,1,490408,"[9, 14, 20, 64, 1]","[44, 56, 60, 74, 63]"
51,1051,1051,432002643,0,1,2469,3,0,Warlock,2013-12-20,,8,5,12,,0,,1,490408,"[37, 70, 101, 41, 56]","[73, 30, 87, 47, 44]"
52,1052,1052,429791315,0,1,2430,3,0,Tiny,2013-12-18,,6,9,18,,0,,1,490408,"[19, 9, 86, 40, 99]","[39, 2, 101, 61, 4]"
53,1053,1053,428438961,3,1,2134,1,0,Queen of Pain,2013-12-17,,5,2,15,,0,,1,490408,"[1, 102, 79, 39, 35]","[72, 99, 6, 87, 18]"
54,1054,1054,421100440,130,0,2407,1,0,Venomancer,2013-12-13,,14,8,22,,0,,1,490408,"[49, 16, 3, 101, 59]","[14, 93, 40, 37, 99]"
55,1055,1055,421015333,131,0,2131,3,0,Pudge,2013-12-13,,3,2,3,,0,,1,490408,"[7, 62, 34, 17, 102]","[104, 63, 86, 14, 56]"
56,1056,1056,410738309,4,1,2621,1,0,Centaur Warrunner,2013-12-05,,5,6,12,,0,,1,490408,"[12, 79, 31, 48, 96]","[11, 106, 29, 26, 17]"
57,1057,1057,410639403,1,1,1633,4,0,Omniknight,2013-12-05,,3,4,8,,0,,1,490408,"[6, 57, 60, 13, 83]","[20, 62, 88, 5, 29]"
58,1058,1058,404696590,3,1,1800,4,0,Drow Ranger,2013-11-30,,8,4,11,,0,,1,490408,"[43, 18, 4, 6, 68]","[16, 71, 49, 80, 59]"
59,1059,1059,404646406,130,0,2243,4,0,Viper,2013-11-30,,11,3,16,,0,,1,490408,"[14, 6, 23, 98, 87]","[81, 102, 47, 19, 72]"
60,1060,1060,401799588,130,0,2247,3,0,Pudge,2013-11-27,,15,5,6,,0,,1,490408,"[21, 73, 10, 87, 36]","[37, 95, 14, 18, 31]"
61,1061,1061,400625469,129,0,2424,1,0,Dazzle,2013-11-26,,4,9,17,,0,,1,490408,"[14, 70, 30, 4, 35]","[48, 50, 19, 97, 102]"
62,1062,1062,400587646,3,1,1706,1,0,Dazzle,2013-11-26,,5,2,11,,0,,1,490408,"[32, 9, 28, 50, 19]","[14, 86, 1, 6, 58]"
63,1063,1063,390299849,129,0,2391,1,0,Dazzle,2013-11-18,,2,9,12,,0,,1,490408,"[49, 81, 29, 18, 60]","[3, 50, 48, 23, 99]"
64,1064,1064,388882655,1,1,2041,4,0,Dazzle,2013-11-17,,4,4,14,,0,,1,490408,"[1, 50, 15, 5, 63]","[12, 48, 66, 18, 2]"
65,1065,1065,388823436,0,1,2239,1,0,Viper,2013-11-17,,9,2,14,,0,,1,490408,"[47, 27, 99, 3, 6]","[42, 76, 26, 70, 80]"
66,1066,1066,388555477,130,0,3202,4,0,Weaver,2013-11-17,,5,11,17,,0,,1,490408,"[52, 65, 36, 32, 60]","[88, 73, 63, 19, 55]"
67,1067,1067,388277883,129,0,1752,4,0,Huskar,2013-11-17,,9,5,10,,0,,1,490408,"[1, 34, 45, 48, 19]","[14, 59, 99, 38, 100]"
68,1068,1068,383579438,0,1,1388,3,0,Kunkka,2013-11-14,,5,0,12,,0,,1,490408,"[23, 47, 37, 59, 30]","[67, 44, 10, 80, 77]"
69,1069,1069,383474100,2,1,2299,4,0,Slardar,2013-11-14,,13,8,14,,0,,1,490408,"[48, 53, 28, 42, 37]","[103, 23, 22, 4, 71]"
70,1070,1070,383373537,0,1,1967,4,0,Omniknight,2013-11-14,,8,4,9,,0,,1,490408,"[57, 20, 26, 90, 6]","[2, 31, 48, 69, 25]"
71,1071,1071,383327283,3,1,1923,4,0,Drow Ranger,2013-11-14,,15,4,8,,0,,1,490408,"[62, 75, 63, 6, 14]","[65, 19, 42, 8, 76]"
72,1072,1072,381283484,131,0,3032,1,0,Centaur Warrunner,2013-11-12,,10,3,21,,0,,1,490408,"[86, 54, 53, 101, 9]","[30, 59, 31, 96, 49]"
73,1073,1073,350583206,2,1,913,3,0,Clinkz,2013-10-19,,1,1,1,,0,,1,490408,"[11, 85, 56, 84, 26]","[57, 40, 15, 48, 38]"
74,1074,1074,348553838,4,1,2153,4,0,Sniper,2013-10-17,,6,2,10,,0,,1,490408,"[26, 29, 16, 47, 35]","[59, 12, 98, 72, 42]"
75,1075,1075,346426850,1,1,2276,1,0,Kunkka,2013-10-15,,3,6,6,,0,,1,490408,"[88, 23, 5, 100, 77]","[11, 21, 41, 25, 68]"
76,1076,1076,346386430,0,1,1889,3,0,Lion,2013-10-15,,5,2,3,,0,,1,490408,"[26, 5, 70, 14, 8]","[3, 69, 48, 21, 39]"
77,1077,1077,345287643,2,1,2609,1,0,Centaur Warrunner,2013-10-14,,5,4,10,,0,,1,490408,"[30, 18, 96, 37, 51]","[11, 21, 29, 98, 35]"
78,1078,1078,345183484,3,1,2183,1,0,Kunkka,2013-10-14,,5,2,14,,0,,1,490408,"[86, 59, 1, 23, 5]","[55, 30, 44, 76, 16]"
79,1079,1079,344162026,4,1,1982,4,0,Warlock,2013-10-13,,5,1,14,,0,,1,490408,"[72, 16, 70, 87, 37]","[43, 20, 35, 78, 86]"
80,1080,1080,344067027,128,0,2529,4,0,Tiny,2013-10-13,,4,3,16,,0,,1,490408,"[1, 53, 23, 37, 82]","[19, 20, 43, 48, 7]"
81,1081,1081,344024789,128,0,2012,1,0,Jakiro,2013-10-13,,5,3,8,,0,,1,490408,"[29, 14, 6, 88, 22]","[64, 100, 31, 59, 42]"
82,1082,1082,342171974,0,1,3249,1,0,Kunkka,2013-10-12,,4,4,7,,0,,1,490408,"[23, 59, 26, 3, 62]","[74, 5, 15, 9, 30]"
83,1083,1083,342065789,130,0,1987,4,0,Dragon Knight,2013-10-12,,8,2,12,,0,,1,490408,"[11, 76, 19, 44, 12]","[55, 53, 49, 16, 6]"
84,1084,1084,341926741,2,1,1838,1,0,Kunkka,2013-10-12,,4,2,12,,0,,1,490408,"[100, 5, 23, 4, 63]","[53, 80, 46, 62, 3]"
85,1085,1085,341096776,0,1,3308,4,0,Gyrocopter,2013-10-11,,4,11,23,,0,,1,490408,"[72, 36, 47, 88, 23]","[98, 29, 22, 6, 84]"
86,1086,1086,339178176,129,0,1870,4,0,Earthshaker,2013-10-09,,0,0,0,,1,,1,490408,"[46, 98, 62, 42, 38]","[9, 7, 59, 35, 100]"
87,1087,1087,338969108,0,1,1479,3,0,Warlock,2013-10-09,,3,1,4,,0,,1,490408,"[37, 6, 31, 72, 19]","[75, 48, 11, 68, 63]"
88,1088,1088,336918929,132,0,2509,1,0,Kunkka,2013-10-07,,9,4,18,,0,,1,490408,"[12, 88, 96, 16, 9]","[71, 15, 5, 32, 23]"
89,1089,1089,335391614,0,1,2906,1,0,Kunkka,2013-10-06,,7,8,18,,0,,1,490408,"[23, 28, 88, 9, 42]","[102, 54, 20, 32, 26]"
90,1090,1090,334128029,130,0,2110,3,0,Slark,2013-10-05,,14,4,17,,0,,1,490408,"[9, 68, 56, 34, 81]","[40, 67, 93, 86, 59]"
91,1091,1091,328419407,2,1,2415,1,0,Kunkka,2013-09-30,,8,9,23,,0,,1,490408,"[44, 35, 23, 31, 3]","[59, 83, 98, 42, 75]"
92,1092,1092,325358223,131,0,2187,1,0,Kunkka,2013-09-28,,4,1,11,,0,,1,490408,"[53, 76, 8, 2, 28]","[48, 101, 62, 23, 44]"
93,1093,1093,320387025,131,0,2027,4,0,Earthshaker,2013-09-23,,2,13,11,,1,,1,490408,"[93, 103, 29, 63, 1]","[91, 31, 35, 7, 62]"
94,1094,1094,319299014,3,1,2706,4,0,Lion,2013-09-22,,6,7,11,,0,,1,490408,"[12, 57, 4, 26, 58]","[32, 68, 30, 48, 76]"
95,1095,1095,319134913,0,1,2537,4,0,Slardar,2013-09-22,,3,7,9,,0,,1,490408,"[28, 81, 26, 9, 19]","[49, 84, 7, 103, 11]"
96,1096,1096,319029165,128,0,1857,4,0,Jakiro,2013-09-22,,6,2,18,,0,,1,490408,"[38, 62, 23, 59, 80]","[64, 16, 6, 67, 48]"
97,1097,1097,318963798,3,1,2664,1,0,Kunkka,2013-09-22,,8,4,9,,0,,1,490408,"[39, 78, 37, 23, 6]","[14, 86, 73, 35, 93]"
98,1098,1098,315689293,130,0,3187,3,0,Treant Protector,2013-09-19,,0,6,10,,0,,1,490408,"[51, 87, 15, 33, 28]","[37, 73, 83, 72, 17]"
99,1099,1099,315622533,131,0,2180,4,0,Doom,2013-09-19,,6,1,8,,0,,1,490408,"[54, 64, 56, 88, 40]","[23, 93, 35, 69, 38]"
100,1100,1100,314381330,2,1,1817,4,0,Tiny,2013-09-18,,6,4,13,,0,,1,490408,"[10, 81, 19, 5, 6]","[1, 98, 47, 50, 54]"
101,1101,1101,312349829,130,0,2422,1,0,Centaur Warrunner,2013-09-16,,3,1,12,,0,,1,490408,"[9, 29, 77, 14, 53]","[8, 5, 96, 33, 22]"
102,1102,1102,306516385,2,1,2451,1,0,Clinkz,2013-09-11,,6,7,13,,0,,1,490408,"[70, 88, 56, 59, 31]","[36, 4, 6, 46, 8]"
103,1103,1103,304713539,4,1,3303,5,0,Brewmaster,2013-09-09,,9,7,14,,0,,1,490408,"[28, 19, 68, 37, 78]","[59, 58, 4, 90, 84]"
104,1104,1104,300775526,2,1,2911,4,0,Sniper,2013-09-06,,10,6,12,,0,,1,490408,"[19, 77, 35, 87, 16]","[88, 86, 1, 62, 97]"
105,1105,1105,300749978,2,1,2165,5,0,Timbersaw,2013-09-06,,6,4,13,,0,,1,490408,"[52, 78, 98, 81, 50]","[11, 60, 54, 38, 99]"
106,1106,1106,299445332,4,1,2626,1,0,Kunkka,2013-09-05,,7,4,17,,0,,1,490408,"[71, 33, 41, 31, 23]","[63, 40, 55, 79, 67]"
107,1107,1107,298413592,132,0,3388,3,0,Warlock,2013-09-04,,13,5,23,,0,,1,490408,"[58, 36, 49, 39, 102]","[5, 62, 63, 29, 37]"
108,1108,1108,294917208,1,1,2089,1,0,Centaur Warrunner,2013-09-01,,1,2,9,,0,,1,490408,"[59, 96, 37, 72, 53]","[14, 66, 54, 8, 73]"
109,1109,1109,293755952,129,0,2033,3,0,Dark Seer,2013-08-31,,0,0,0,,2,,1,490408,"[2, 51, 34, 20, 18]","[8, 55, 37, 76, 49]"
110,1110,1110,292545505,4,1,2131,4,0,Kunkka,2013-08-30,,10,4,21,,0,,1,490408,"[63, 12, 5, 85, 23]","[15, 38, 100, 77, 30]"
111,1111,1111,292483335,132,0,2428,1,0,Lion,2013-08-30,,7,8,7,,0,,1,490408,"[83, 74, 12, 73, 66]","[63, 76, 102, 18, 26]"
112,1112,1112,290387152,128,0,2147,1,0,Sven,2013-08-28,,7,2,8,,0,,1,490408,"[20, 44, 23, 84, 9]","[18, 76, 52, 83, 47]"
113,1113,1113,290285811,3,1,2210,1,0,Centaur Warrunner,2013-08-28,,2,7,18,,0,,1,490408,"[17, 61, 53, 96, 37]","[99, 71, 40, 20, 39]"
114,1114,1114,287961211,128,0,1937,3,0,Jakiro,2013-08-26,,4,1,12,,0,,1,490408,"[88, 56, 11, 3, 60]","[64, 6, 59, 35, 32]"
115,1115,1115,284709700,132,0,1766,1,0,Lion,2013-08-23,,5,6,7,,0,,1,490408,"[67, 86, 53, 74, 59]","[54, 76, 31, 37, 26]"
116,1116,1116,284680374,132,0,1807,1,0,Centaur Warrunner,2013-08-23,,8,3,13,,0,,1,490408,"[44, 30, 71, 19, 50]","[59, 18, 31, 37, 96]"
117,1117,1117,284598761,132,0,2056,1,0,Centaur Warrunner,2013-08-23,,6,4,9,,0,,1,490408,"[46, 31, 54, 67, 58]","[59, 100, 6, 37, 96]"
118,1118,1118,282496996,2,1,2746,1,0,Centaur Warrunner,2013-08-21,,11,4,16,,0,,1,490408,"[57, 35, 96, 22, 59]","[51, 21, 85, 27, 80]"
119,1119,1119,282454085,132,0,1878,1,0,Faceless Void,2013-08-21,,2,7,10,,0,,1,490408,"[88, 14, 2, 44, 50]","[31, 6, 59, 19, 41]"
120,1120,1120,282379286,131,0,2457,4,0,Treant Protector,2013-08-21,,1,2,15,,0,,1,490408,"[18, 2, 35, 62, 11]","[1, 67, 65, 83, 70]"
121,1121,1121,280307283,128,0,2534,4,0,Windranger,2013-08-19,,2,9,12,,0,,1,490408,"[85, 18, 73, 76, 46]","[21, 29, 27, 63, 22]"
122,1122,1122,280251385,128,0,2382,1,0,Jakiro,2013-08-19,,4,6,15,,0,,1,490408,"[76, 83, 73, 22, 91]","[64, 54, 14, 48, 53]"
123,1123,1123,273135243,2,1,2420,3,0,Luna,2013-08-13,,3,6,13,,0,,1,490408,"[76, 66, 48, 37, 18]","[53, 74, 97, 98, 89]"
124,1124,1124,262988485,0,1,2116,1,0,Centaur Warrunner,2013-08-04,,2,2,11,,0,,1,490408,"[96, 76, 47, 92, 53]","[14, 56, 69, 55, 83]"
125,1125,1125,262937940,131,0,2588,3,0,Sniper,2013-08-04,,8,10,8,,0,,1,490408,"[98, 17, 62, 3, 46]","[63, 27, 96, 35, 87]"
126,1126,1126,260340361,130,0,3591,1,0,Jakiro,2013-08-01,,6,8,29,,0,,1,490408,"[34, 89, 90, 36, 102]","[9, 14, 64, 59, 72]"
127,1127,1127,259294959,130,0,3088,1,0,Kunkka,2013-07-31,,2,7,11,,0,,1,490408,"[39, 1, 53, 7, 64]","[8, 90, 23, 59, 71]"
128,1128,1128,258246527,3,1,1744,1,0,Centaur Warrunner,2013-07-30,,2,4,7,,0,,1,490408,"[88, 8, 59, 96, 86]","[41, 68, 45, 29, 10]"
129,1129,1129,235621651,3,1,2512,1,0,Centaur Warrunner,2013-07-05,,5,11,22,,0,,1,490408,"[55, 76, 54, 96, 17]","[30, 36, 67, 81, 59]"
130,1130,1130,235543185,131,0,2686,1,0,Sniper,2013-07-05,,12,13,18,,0,,1,490408,"[8, 40, 32, 16, 96]","[44, 22, 26, 35, 73]"
131,1131,1131,233413145,128,0,2164,1,0,Lina,2013-07-02,,5,5,8,,0,,1,490408,"[11, 14, 10, 34, 26]","[25, 54, 76, 63, 57]"
132,1132,1132,233369183,1,1,2473,1,0,Centaur Warrunner,2013-07-02,,2,5,14,,0,,1,490408,"[28, 96, 71, 62, 14]","[8, 40, 44, 13, 32]"
133,1133,1133,233327556,131,0,2874,1,0,Enchantress,2013-07-02,,2,7,6,,0,,1,490408,"[45, 73, 53, 94, 86]","[71, 35, 100, 58, 88]"
134,1134,1134,229576270,128,0,3224,1,0,Luna,2013-06-27,,5,11,18,,0,,1,490408,"[46, 13, 96, 30, 14]","[48, 35, 17, 58, 29]"
135,1135,1135,228739295,1,1,1603,4,0,Lion,2013-06-26,,7,2,9,,0,,1,490408,"[47, 26, 29, 27, 88]","[93, 52, 25, 16, 49]"
136,1136,1136,227990958,2,1,3315,4,0,Ursa,2013-06-25,,4,9,11,,0,,1,490408,"[60, 12, 70, 5, 9]","[40, 43, 48, 6, 49]"
137,1137,1137,227121156,131,0,2602,1,0,Centaur Warrunner,2013-06-24,,7,3,23,,0,,1,490408,"[59, 30, 91, 40, 28]","[32, 31, 23, 96, 67]"
138,1138,1138,223851331,3,1,2826,1,0,Centaur Warrunner,2013-06-20,,14,8,21,,0,,1,490408,"[101, 32, 22, 96, 6]","[5, 71, 12, 83, 35]"
139,1139,1139,223752466,2,1,2442,1,0,Sniper,2013-06-20,,8,11,18,,0,,1,490408,"[47, 83, 35, 22, 44]","[26, 3, 71, 46, 60]"
